eventID,measurementRemarks,measurementType,measurementValue,measurementID,measurementTypeID,measurementUnit,measurementUnitID,occurrenceID,measurementValueID
IYS:GoA2019_Stn13:bongo:Net2:Z300,NA,maximumLength,NA,IYS:GoA2019_Stn13:bongo:Net2:Z300:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn13:bongo:Net2:Z300,NA,weight,34.5,IYS:GoA2019_Stn13:bongo:Net2:Z300:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn13:bongo:Net2:Z300,NA,length_type,Size fraction,IYS:GoA2019_Stn13:bongo:Net2:Z300:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,"From net 1, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net1:SS15:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net1:SS15:zoop_occ-55,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net1:SS15:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net1:SS15:zoop_occ-55,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net1:SS15:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net1:SS15:zoop_occ-55,NA
IYS:GoA2019_Stn14:bongo:Net1:SS15,NA,length,6.5,IYS:GoA2019_Stn14:bongo:Net1:SS15:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net1:SS15:zoop_occ-55,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,"From net 1, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net1:SS16:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net1:SS16:zoop_occ-56,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net1:SS16:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net1:SS16:zoop_occ-56,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net1:SS16:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net1:SS16:zoop_occ-56,NA
IYS:GoA2019_Stn14:bongo:Net1:SS16,NA,length,6.5,IYS:GoA2019_Stn14:bongo:Net1:SS16:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net1:SS16:zoop_occ-56,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,"From net 1, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net1:SS17:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net1:SS17:zoop_occ-57,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net1:SS17:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net1:SS17:zoop_occ-57,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net1:SS17:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net1:SS17:zoop_occ-57,NA
IYS:GoA2019_Stn14:bongo:Net1:SS17,NA,length,6.5,IYS:GoA2019_Stn14:bongo:Net1:SS17:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net1:SS17:zoop_occ-57,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:22008:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:22008:zoop_occ-58,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:22008:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:22008:zoop_occ-58,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:22008:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:22008:zoop_occ-58,NA
IYS:GoA2019_Stn14:bongo:Net2:22008,NA,length,6.0,IYS:GoA2019_Stn14:bongo:Net2:22008:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:22008:zoop_occ-58,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:22009:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:22009:zoop_occ-59,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:22009:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:22009:zoop_occ-59,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:22009:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:22009:zoop_occ-59,NA
IYS:GoA2019_Stn14:bongo:Net2:22009,NA,length,6.0,IYS:GoA2019_Stn14:bongo:Net2:22009:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:22009:zoop_occ-59,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:22010:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:22010:zoop_occ-60,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:22010:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:22010:zoop_occ-60,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:22010:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:22010:zoop_occ-60,NA
IYS:GoA2019_Stn14:bongo:Net2:22010,NA,length,6.0,IYS:GoA2019_Stn14:bongo:Net2:22010:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:22010:zoop_occ-60,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,Length type: total,NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:22011:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:22011:zoop_occ-61,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:22011:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:22011:zoop_occ-61,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:22011:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:22011:zoop_occ-61,NA
IYS:GoA2019_Stn14:bongo:Net2:22011,NA,length,6.0,IYS:GoA2019_Stn14:bongo:Net2:22011:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:22011:zoop_occ-61,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS10:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS10:zoop_occ-65,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS10:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS10:zoop_occ-65,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS10:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS10:zoop_occ-65,NA
IYS:GoA2019_Stn14:bongo:Net2:SS10,NA,length,15.0,IYS:GoA2019_Stn14:bongo:Net2:SS10:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS10:zoop_occ-65,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS11:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS11:zoop_occ-66,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS11:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS11:zoop_occ-66,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS11:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS11:zoop_occ-66,NA
IYS:GoA2019_Stn14:bongo:Net2:SS11,NA,length,6.5,IYS:GoA2019_Stn14:bongo:Net2:SS11:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS11:zoop_occ-66,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS12:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-67,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS12:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-67,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS12:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-67,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,length,12,IYS:GoA2019_Stn14:bongo:Net2:SS12:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-67,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS12:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-68,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS12:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-68,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS12:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-68,NA
IYS:GoA2019_Stn14:bongo:Net2:SS12,NA,length,13,IYS:GoA2019_Stn14:bongo:Net2:SS12:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS12:zoop_occ-68,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net2:SS13:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,NA,minimumLength,25,IYS:GoA2019_Stn14:bongo:Net2:SS13:minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,NA,maximumLength,30,IYS:GoA2019_Stn14:bongo:Net2:SS13:maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS13:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,NA
IYS:GoA2019_Stn14:bongo:Net2:SS13,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS13:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS13:zoop_occ-69,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net2:SS14:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,NA,minimumLength,10,IYS:GoA2019_Stn14:bongo:Net2:SS14:minimumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,NA,maximumLength,15,IYS:GoA2019_Stn14:bongo:Net2:SS14:maximumLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS14:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,NA
IYS:GoA2019_Stn14:bongo:Net2:SS14,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS14:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS14:zoop_occ-70,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS7:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS7:zoop_occ-62,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS7:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS7:zoop_occ-62,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS7:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS7:zoop_occ-62,NA
IYS:GoA2019_Stn14:bongo:Net2:SS7,NA,length,16.0,IYS:GoA2019_Stn14:bongo:Net2:SS7:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS7:zoop_occ-62,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,NA,individualCount,1,IYS:GoA2019_Stn14:bongo:Net2:SS8:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS8:zoop_occ-63,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS8:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS8:zoop_occ-63,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS8:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS8:zoop_occ-63,NA
IYS:GoA2019_Stn14:bongo:Net2:SS8,NA,length,17.0,IYS:GoA2019_Stn14:bongo:Net2:SS8:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS8:zoop_occ-63,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,"From 4mm size fraction of Bongo net 2, Station 14. Length type: total",NA,NA,NA,NA,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,NA,individualCount,3,IYS:GoA2019_Stn14:bongo:Net2:SS9:individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,IYS:GoA2019_Stn14:bongo:Net2:SS9:zoop_occ-64,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:SS9:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600253/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,IYS:GoA2019_Stn14:bongo:Net2:SS9:zoop_occ-64,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,NA,length_type,total,IYS:GoA2019_Stn14:bongo:Net2:SS9:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,IYS:GoA2019_Stn14:bongo:Net2:SS9:zoop_occ-64,NA
IYS:GoA2019_Stn14:bongo:Net2:SS9,NA,length,15.0,IYS:GoA2019_Stn14:bongo:Net2:SS9:length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS:GoA2019_Stn14:bongo:Net2:SS9:zoop_occ-64,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,length,0.25,IYS:GoA2019_Stn14:bongo:Net2:Z295:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,individualCount,1.0,IYS:GoA2019_Stn14:bongo:Net2:Z295:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,minimumLength,NA,IYS:GoA2019_Stn14:bongo:Net2:Z295:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,maximumLength,NA,IYS:GoA2019_Stn14:bongo:Net2:Z295:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:Z295:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z295,NA,length_type,Size fraction,IYS:GoA2019_Stn14:bongo:Net2:Z295:length_type,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,NA,NA,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z296,NA,length,0.5,IYS:GoA2019_Stn14:bongo:Net2:Z296:length,http://vocab.nerc.ac.uk/collection/S06/current/S0600015/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z296,NA,individualCount,1.0,IYS:GoA2019_Stn14:bongo:Net2:Z296:count,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z296,NA,minimumLength,NA,IYS:GoA2019_Stn14:bongo:Net2:Z296:minLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z296,NA,maximumLength,NA,IYS:GoA2019_Stn14:bongo:Net2:Z296:maxLength,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,millimeter,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,NA,NA
IYS:GoA2019_Stn14:bongo:Net2:Z296,NA,weight,TBD,IYS:GoA2019_Stn14:bongo:Net2:Z296:weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600087/,milligram,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,NA,NA
