eventID,scientificName,scientificNameID,occurrenceStatus,sex,lifeStage,basisOfRecord,institutionCode,collectionCode,catalogNumber,preparations,occurrenceID
npmsdd-44-2748-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2748-pr1
npmsdd-44-2748-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2748-pr2
npmsdd-44-2748-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2748-pr3
npmsdd-44-2748-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2748-pr4
npmsdd-44-2749-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2749-p
npmsdd-44-2749-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2749-pr1
npmsdd-44-2749-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2749-pr2
npmsdd-44-2749-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2749-pr3
npmsdd-44-2749-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2749-pr4
npmsdd-44-2750-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2750-p
npmsdd-44-2750-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2750-pr1
npmsdd-44-2750-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2750-pr2
npmsdd-44-2750-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2750-pr3
npmsdd-44-2751-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2751-p
npmsdd-44-2751-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2751-pr1
npmsdd-44-2751-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2751-pr2
npmsdd-44-2752-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2752-p
npmsdd-44-2752-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2752-pr1
npmsdd-44-2752-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2752-pr2
npmsdd-44-2752-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2752-pr3
npmsdd-44-2753-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2753-p
npmsdd-44-2753-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2753-pr1
npmsdd-44-2753-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2753-pr2
npmsdd-44-2753-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2753-pr3
npmsdd-44-2754-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2754-p
npmsdd-44-2754-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2754-pr1
npmsdd-44-2754-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2754-pr2
npmsdd-44-2754-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2754-pr3
npmsdd-44-2755-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2755-p
npmsdd-44-2755-pr1,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2755-pr1
npmsdd-44-2756-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2756-p
npmsdd-44-2756-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2756-pr1
npmsdd-44-2756-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2756-pr2
npmsdd-44-2756-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2756-pr3
npmsdd-44-2757-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2757-p
npmsdd-44-2757-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2757-pr1
npmsdd-44-2757-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2757-pr2
npmsdd-44-2758-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2758-p
npmsdd-44-2758-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2758-pr1
npmsdd-44-2758-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2758-pr2
npmsdd-44-2758-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2758-pr3
npmsdd-44-2758-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2758-pr4
npmsdd-44-2759-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2759-p
npmsdd-44-2759-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2759-pr1
npmsdd-44-2759-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2759-pr2
npmsdd-44-2759-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2759-pr3
npmsdd-44-2759-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2759-pr4
npmsdd-44-2760-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2760-p
npmsdd-44-2760-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2760-pr1
npmsdd-44-2760-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2760-pr2
npmsdd-44-2760-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2760-pr3
npmsdd-44-2761-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2761-p
npmsdd-44-2761-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2761-pr1
npmsdd-44-2761-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2761-pr2
npmsdd-44-2761-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2761-pr3
npmsdd-44-2762-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2762-p
npmsdd-44-2762-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2762-pr1
npmsdd-44-2762-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2762-pr2
npmsdd-44-2762-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2762-pr3
npmsdd-44-2762-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2762-pr4
npmsdd-44-2763-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2763-p
npmsdd-44-2763-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2763-pr1
npmsdd-44-2763-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2763-pr2
npmsdd-44-2763-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2763-pr3
npmsdd-44-2764-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2764-p
npmsdd-44-2764-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2764-pr1
npmsdd-44-2764-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2764-pr2
npmsdd-44-2764-pr3,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2764-pr3
npmsdd-44-2765-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2765-p
npmsdd-44-2765-pr1,Miscellaneous, ,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2765-pr1
npmsdd-44-2766-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2766-p
npmsdd-44-2766-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2766-pr1
npmsdd-44-2766-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2766-pr2
npmsdd-44-2766-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2766-pr3
npmsdd-44-2767-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2767-p
npmsdd-44-2767-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2767-pr1
npmsdd-44-2767-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2767-pr2
npmsdd-44-2767-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2767-pr3
npmsdd-44-2768-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2768-p
npmsdd-44-2768-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2768-pr1
npmsdd-44-2768-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2768-pr2
npmsdd-44-2768-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2768-pr3
npmsdd-44-2768-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2768-pr4
npmsdd-44-2769-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2769-p
npmsdd-44-2769-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2769-pr1
npmsdd-44-2769-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2769-pr2
npmsdd-44-2770-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2770-p
npmsdd-44-2770-pr1,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2770-pr1
npmsdd-44-2770-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2770-pr2
npmsdd-44-2771-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2771-p
npmsdd-44-2771-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2771-pr1
npmsdd-44-2771-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2771-pr2
npmsdd-44-2771-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2771-pr3
npmsdd-44-2771-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2771-pr4
npmsdd-44-2772-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2772-p
npmsdd-44-2772-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2772-pr1
npmsdd-44-2772-pr2,Anomura,urn:lsid:marinespecies.org:taxname:106671,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2772-pr2
npmsdd-44-2772-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2772-pr3
npmsdd-44-2773-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2773-p
npmsdd-44-2773-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2773-pr1
npmsdd-44-2773-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2773-pr2
npmsdd-44-2774-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2774-p
npmsdd-44-2774-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2774-pr1
npmsdd-44-2774-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2774-pr2
npmsdd-44-2774-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2774-pr3
npmsdd-44-2774-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2774-pr4
npmsdd-44-2775-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2775-p
npmsdd-44-2775-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2775-pr1
npmsdd-44-2775-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2775-pr2
npmsdd-44-2776-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2776-p
npmsdd-44-2776-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2776-pr1
npmsdd-44-2776-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2776-pr2
npmsdd-44-2777-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2777-p
npmsdd-44-2777-pr1,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2777-pr1
npmsdd-44-2778-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2778-p
npmsdd-44-2778-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2778-pr1
npmsdd-44-2778-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2778-pr2
npmsdd-44-2779-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2779-p
npmsdd-44-2779-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2779-pr1
npmsdd-44-2779-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2779-pr2
npmsdd-44-2779-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2779-pr3
npmsdd-44-2780-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2780-p
npmsdd-44-2780-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2780-pr1
npmsdd-44-2780-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2780-pr2
npmsdd-44-2780-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2780-pr3
npmsdd-44-2780-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2780-pr4
npmsdd-44-2781-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2781-p
npmsdd-44-2781-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2781-pr1
npmsdd-44-2781-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2781-pr2
npmsdd-44-2782-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2782-p
npmsdd-44-2782-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2782-pr1
npmsdd-44-2782-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2782-pr2
npmsdd-44-2783-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2783-p
npmsdd-44-2783-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2783-pr1
npmsdd-44-2783-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2783-pr2
npmsdd-44-2783-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2783-pr3
npmsdd-44-2783-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2783-pr4
npmsdd-44-2784-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2784-p
npmsdd-44-2784-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2784-pr1
npmsdd-44-2784-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2784-pr2
npmsdd-44-2784-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2784-pr3
npmsdd-44-2784-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2784-pr4
npmsdd-44-2785-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2785-p
npmsdd-44-2785-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2785-pr1
npmsdd-44-2785-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2785-pr2
npmsdd-44-2785-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2785-pr3
npmsdd-44-2785-pr4,Limacina,urn:lsid:marinespecies.org:taxname:138122,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2785-pr4
npmsdd-44-2786-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2786-p
npmsdd-44-2786-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2786-pr1
npmsdd-44-2786-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2786-pr2
npmsdd-44-2787-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2787-p
npmsdd-44-2787-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2787-pr1
npmsdd-44-2787-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2787-pr2
npmsdd-44-2787-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2787-pr3
npmsdd-44-2788-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,male,mature,PreservedSpecimen, , , , ,npmsdd-44-2788-p
npmsdd-44-2788-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2788-pr1
npmsdd-44-2788-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2788-pr2
npmsdd-44-2788-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2788-pr3
npmsdd-44-2789-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2789-p
npmsdd-44-2789-pr1,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2789-pr1
npmsdd-44-2789-pr2,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2789-pr2
npmsdd-44-2790-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2790-p
npmsdd-44-2790-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2790-pr1
npmsdd-44-2790-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2790-pr2
npmsdd-44-2790-pr3,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2790-pr3
npmsdd-44-2791-p,Oncorhynchus gorbuscha,urn:lsid:marinespecies.org:taxname:127182,present,female,mature,PreservedSpecimen, , , , ,npmsdd-44-2791-p
npmsdd-44-2791-pr1,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2791-pr1
npmsdd-44-2791-pr2,Copepoda,urn:lsid:marinespecies.org:taxname:1080,present,NA,NA,PreservedSpecimen, , , , ,npmsdd-44-2791-pr2
