eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,organismQuantity,organismQuantityType,scientificNameAuthorship,taxonomicRank,taxonomicStatus,kingdom,phylum,class,order,family,genus,basisOfRecord,associatedTaxa
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-pr2,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,NA,NA,"Latreille, 1823",Genus,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-pr3,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-pr4,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-pr5,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-pr6,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,NA,NA,"Holmes, 1900",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-pr7,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-pr8,present,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:3-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:4-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:4-pr9,present,Sergestes pacificus,urn:lsid:marinespecies.org:taxname:585590,NA,NA,"Stimpson, 1860",Species,unaccepted,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus keta:4-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus nerka:5-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus nerka:5-pr10,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,NA,"(Jordan & Gilbert, 1880)",Species,accepted,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus nerka:5-p"""
IYS:GoA2019_Stn12:trawl,IYS:GoA2019_Stn12:trawl:Oncorhynchus nerka:5-pr11,present,Symbolophorus californiensis,urn:lsid:marinespecies.org:taxname:272733,NA,NA,"(Eigenmann & Eigenmann, 1889)",Species,accepted,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn12:trawl:Oncorhynchus nerka:5-p"""
IYS:GoA2019_Stn13:trawl,IYS:GoA2019_Stn13:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn13:trawl,IYS:GoA2019_Stn13:trawl:Oncorhynchus keta:1-pr1,present,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn13:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn13:trawl,IYS:GoA2019_Stn13:trawl:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn13:trawl,IYS:GoA2019_Stn13:trawl:Oncorhynchus nerka:2-pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn13:trawl:Oncorhynchus nerka:2-p"""
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:2-pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn14:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus kisutch:3-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus kisutch:3-pr3,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn14:trawl:Oncorhynchus kisutch:3-p"""
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus tshawytscha:4-p,present,Oncorhynchus tshawytscha,urn:lsid:marinespecies.org:taxname:158075,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn14:trawl,IYS:GoA2019_Stn14:trawl:Oncorhynchus tshawytscha:4-pr4,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn14:trawl:Oncorhynchus tshawytscha:4-p"""
IYS:GoA2019_Stn15:trawl,IYS:GoA2019_Stn15:trawl:Oncorhynchus kisutch:1-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn15:trawl,IYS:GoA2019_Stn15:trawl:Oncorhynchus kisutch:1-pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn15:trawl:Oncorhynchus kisutch:1-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:2-pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-pr3,present,Tomopteris,urn:lsid:marinespecies.org:taxname:129715,NA,NA,"Eschscholtz, 1825",Genus,accepted,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-pr4,present,Sergestes pacificus,urn:lsid:marinespecies.org:taxname:585590,NA,NA,"Stimpson, 1860",Species,unaccepted,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-pr5,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-pr6,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-pr7,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,NA,NA,Superclass,accepted,Animalia,Chordata,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-pr8,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-pr9,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:4-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:5-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:5-pr10,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:5-p"""
IYS:GoA2019_Stn16:trawl,IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:5-pr11,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn16:trawl:Oncorhynchus nerka:5-p"""
IYS:GoA2019_Stn17:trawl,IYS:GoA2019_Stn17:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn17:trawl,IYS:GoA2019_Stn17:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn17:trawl,IYS:GoA2019_Stn17:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn19:trawl,IYS:GoA2019_Stn19:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn19:trawl,IYS:GoA2019_Stn19:trawl:Oncorhynchus keta:1-pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn19:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-pr3,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,NA,NA,"(Pearcy & Voss, 1963)",Species,unaccepted,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:1-p"""
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:2-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:2-pr4,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:2-p"""
IYS:GoA2019_Stn22:trawl,IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:2-pr5,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn22:trawl:Oncorhynchus nerka:2-p"""
IYS:GoA2019_Stn23:trawl,IYS:GoA2019_Stn23:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn23:trawl,IYS:GoA2019_Stn23:trawl:Oncorhynchus keta:1-pr1,present,Coelenterata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn23:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn24:trawl,IYS:GoA2019_Stn24:trawl:Oncorhynchus kisutch:1-p,present,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,1,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn24:trawl,IYS:GoA2019_Stn24:trawl:Oncorhynchus kisutch:1-pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,NA,NA,"Linnaeus, 1767",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn24:trawl:Oncorhynchus kisutch:1-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,2,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-pr1,present,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,NA,NA,"Hansen, 1911",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-pr3,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,NA,NA,"Guérin-Méneville, 1836",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:1-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-p,present,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-pr4,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,NA,"(Stebbing, 1888)",Species,accepted,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-pr5,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-pr6,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,NA,NA,"Cuvier, 1795",Class,accepted,Animalia,Mollusca,Cephalopoda,NA,NA,NA,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus keta:2-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,3,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-pr7,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,NA,"(Phipps, 1774)",Species,accepted,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-pr8,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,NA,"Brandt, 1851",Species,accepted,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-pr9,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,NA,NA,"(Pearcy & Voss, 1963)",Species,unaccepted,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,HumanObservation,"""prey of"" : ""IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:3-p"""
IYS:GoA2019_Stn25:trawl,IYS:GoA2019_Stn25:trawl:Oncorhynchus nerka:4-p,present,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,9,stomachs,"(Walbaum, 1792)",Species,accepted,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,HumanObservation,
