eventID,occurrenceID,occurrenceStatus,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonomicRank,parentNameUsageID,kingdom,phylum,class,order,family,genus
GoA2019_Stn25:trawl1:Oncorhynchus keta:2,GoA2019_Stn25:trawl1:Oncorhynchus keta:2:pr3,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1,GoA2019_Stn25:trawl1:Oncorhynchus nerka:1:pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1,GoA2019_Stn25:trawl1:Oncorhynchus nerka:1:pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn25:trawl1:Oncorhynchus nerka:1,GoA2019_Stn25:trawl1:Oncorhynchus nerka:1:pr3,present,Okutania anonycha,urn:lsid:marinespecies.org:taxname:1468871,"(Pearcy & Voss, 1963)",unaccepted,Species,1468848,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2,GoA2019_Stn25:trawl1:Oncorhynchus nerka:2:pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn25:trawl1:Oncorhynchus nerka:2,GoA2019_Stn25:trawl1:Oncorhynchus nerka:2:pr2,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn26:trawl1:Oncorhynchus keta:1,GoA2019_Stn26:trawl1:Oncorhynchus keta:1:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn26:trawl1:Oncorhynchus keta:1,GoA2019_Stn26:trawl1:Oncorhynchus keta:1:pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn26:trawl1:Oncorhynchus keta:1,GoA2019_Stn26:trawl1:Oncorhynchus keta:1:pr3,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn26:trawl1:Oncorhynchus keta:2,GoA2019_Stn26:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn26:trawl1:Oncorhynchus nerka:2,GoA2019_Stn26:trawl1:Oncorhynchus nerka:2:pr1,present,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,"Brandt, 1851",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn27:trawl1:Oncorhynchus keta:1,GoA2019_Stn27:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn27:trawl1:Oncorhynchus keta:1,GoA2019_Stn27:trawl1:Oncorhynchus keta:1:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27:trawl1:Oncorhynchus nerka:1:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn27:trawl1:Oncorhynchus nerka:1,GoA2019_Stn27:trawl1:Oncorhynchus nerka:1:pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn27:trawl1:Oncorhynchus nerka:2,GoA2019_Stn27:trawl1:Oncorhynchus nerka:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn28:trawl1:Oncorhynchus nerka:2,GoA2019_Stn28:trawl1:Oncorhynchus nerka:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn29:trawl1:Oncorhynchus keta:1,GoA2019_Stn29:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn30:trawl1:Oncorhynchus keta:1,GoA2019_Stn30:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn30:trawl1:Oncorhynchus keta:2,GoA2019_Stn30:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn30:trawl1:Oncorhynchus keta:3,GoA2019_Stn30:trawl1:Oncorhynchus keta:3:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4:pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn30:trawl1:Oncorhynchus keta:4,GoA2019_Stn30:trawl1:Oncorhynchus keta:4:pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn31:trawl1:Oncorhynchus keta:1,GoA2019_Stn31:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn31:trawl1:Oncorhynchus keta:2,GoA2019_Stn31:trawl1:Oncorhynchus keta:2:pr2,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1:pr2,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:1:pr3,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn31:trawl1:Oncorhynchus kisutch:2:pr2,present,Cephalopoda,urn:lsid:marinespecies.org:taxname:11707,"Cuvier, 1795",accepted,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2,GoA2019_Stn32:trawl1:Oncorhynchus gorbuscha:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn32:trawl1:Oncorhynchus keta:1,GoA2019_Stn32:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn32:trawl1:Oncorhynchus keta:2,GoA2019_Stn32:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3:pr2,present,Coelenterata,urn:lsid:marinespecies.org:taxname:152230,NA,nomen nudum,Phylum,2,Animalia,Coelenterata,NA,NA,NA,NA
GoA2019_Stn32:trawl1:Oncorhynchus keta:3,GoA2019_Stn32:trawl1:Oncorhynchus keta:3:pr3,present,Phronima sedentaria,urn:lsid:marinespecies.org:taxname:103272,"(Forskål, 1775)",accepted,Species,101804,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima
GoA2019_Stn32:trawl1:Oncorhynchus keta:4,GoA2019_Stn32:trawl1:Oncorhynchus keta:4:pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:1:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2:pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn32:trawl1:Oncorhynchus kisutch:2:pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1:pr1,present,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,271040,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1:pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1:pr3,present,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",accepted,Species,101800,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto
GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn33:trawl1:Oncorhynchus gorbuscha:1:pr4,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33:trawl1:Oncorhynchus keta:1:pr1,present,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",accepted,Species,104155,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus
GoA2019_Stn33:trawl1:Oncorhynchus keta:1,GoA2019_Stn33:trawl1:Oncorhynchus keta:1:pr2,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2:pr3,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura
GoA2019_Stn33:trawl1:Oncorhynchus keta:2,GoA2019_Stn33:trawl1:Oncorhynchus keta:2:pr4,present,Isopoda,urn:lsid:marinespecies.org:taxname:1131,"Latreille, 1817",accepted,Order,1090,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3:pr2,present,Oikopleura,urn:lsid:marinespecies.org:taxname:103367,"Mertens, 1830",accepted,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura
GoA2019_Stn33:trawl1:Oncorhynchus keta:3,GoA2019_Stn33:trawl1:Oncorhynchus keta:3:pr3,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:1:pr1,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2,GoA2019_Stn33:trawl1:Oncorhynchus kisutch:2:pr2,present,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",accepted,Species,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio
GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn34:trawl1:Oncorhynchus gorbuscha:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn34:trawl1:Oncorhynchus keta:1,GoA2019_Stn34:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn34:trawl1:Oncorhynchus keta:1,GoA2019_Stn34:trawl1:Oncorhynchus keta:1:pr2,present,Hormiphora cucumis,urn:lsid:marinespecies.org:taxname:106382,"(Mertens, 1833)",accepted,Species,106344,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Hormiphora
GoA2019_Stn34:trawl1:Oncorhynchus nerka:1,GoA2019_Stn34:trawl1:Oncorhynchus nerka:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn35:trawl1:Oncorhynchus gorbuscha:1:pr1,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn35:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn35:trawl1:Oncorhynchus gorbuscha:1:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:1,GoA2019_Stn35:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:1,GoA2019_Stn35:trawl1:Oncorhynchus keta:1:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:1,GoA2019_Stn35:trawl1:Oncorhynchus keta:1:pr3,present,Sagitta elegans,urn:lsid:marinespecies.org:taxname:105450,"Verrill, 1873",unaccepted,Species,105410,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta
GoA2019_Stn35:trawl1:Oncorhynchus keta:2,GoA2019_Stn35:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:2,GoA2019_Stn35:trawl1:Oncorhynchus keta:2:pr2,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:3,GoA2019_Stn35:trawl1:Oncorhynchus keta:3:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn35:trawl1:Oncorhynchus keta:3,GoA2019_Stn35:trawl1:Oncorhynchus keta:3:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1:pr1,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia
GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1:pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1,GoA2019_Stn36:trawl1:Oncorhynchus gorbuscha:1:pr3,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn36:trawl1:Oncorhynchus keta:2,GoA2019_Stn36:trawl1:Oncorhynchus keta:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn36:trawl1:Oncorhynchus keta:3,GoA2019_Stn36:trawl1:Oncorhynchus keta:3:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn37:trawl1:Oncorhynchus keta:1,GoA2019_Stn37:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn37:trawl1:Oncorhynchus kisutch:1,GoA2019_Stn37:trawl1:Oncorhynchus kisutch:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn37:trawl1:Oncorhynchus nerka:1,GoA2019_Stn37:trawl1:Oncorhynchus nerka:1:pr1,present,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn37:trawl1:Oncorhynchus nerka:2,GoA2019_Stn37:trawl1:Oncorhynchus nerka:2:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn38:trawl1:Oncorhynchus keta:1,GoA2019_Stn38:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn38:trawl1:Oncorhynchus keta:1,GoA2019_Stn38:trawl1:Oncorhynchus keta:1:pr2,present,Primno macropa,urn:lsid:marinespecies.org:taxname:180759,"Guérin-Méneville, 1836",accepted,Species,101806,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno
GoA2019_Stn39:trawl1:Oncorhynchus keta:1,GoA2019_Stn39:trawl1:Oncorhynchus keta:1:pr1,present,Thysanoessa spinifera,urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",accepted,Species,110679,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa
GoA2019_Stn39:trawl1:Oncorhynchus keta:1,GoA2019_Stn39:trawl1:Oncorhynchus keta:1:pr2,present,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",accepted,Species,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
GoA2019_Stn40:trawl1:Oncorhynchus nerka:1,GoA2019_Stn40:trawl1:Oncorhynchus nerka:1:pr1,present,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,accepted,Superclass,1828,Animalia,Chordata,NA,NA,NA,NA
GoA2019_Stn40:trawl1:Oncorhynchus nerka:1,GoA2019_Stn40:trawl1:Oncorhynchus nerka:1:pr2,present,Hyperia,urn:lsid:marinespecies.org:taxname:101796,"Latreille, 1823",accepted,Genus,101417,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia
